Kod;Województwo;Powiat;Gmina;
87-200;kujawsko-pomorskie;wąbrzeski;Wąbrzeźno;
87-207;kujawsko-pomorskie;wąbrzeski;Dębowa Łąka;
87-213;kujawsko-pomorskie;wąbrzeski;Wąbrzeźno;
87-214;kujawsko-pomorskie;wąbrzeski;Płużnica;
87-220;kujawsko-pomorskie;grudziądzki;Radzyń Chełmiński;
87-222;kujawsko-pomorskie;wąbrzeski;Książki;
87-300;kujawsko-pomorskie;brodnicki;Brodnica;
87-301;kujawsko-pomorskie;brodnicki;Brodnica;
87-305;kujawsko-pomorskie;brodnicki;Zbiczno;
87-312;kujawsko-pomorskie;brodnicki;Zbiczno;
87-313;kujawsko-pomorskie;brodnicki;Brzozie;
87-320;kujawsko-pomorskie;brodnicki;Górzno;
87-321;kujawsko-pomorskie;brodnicki;Bartniczka;
87-322;kujawsko-pomorskie;brodnicki;Bartniczka;
87-325;kujawsko-pomorskie;brodnicki;Bobrowo;
87-326;kujawsko-pomorskie;brodnicki;Bobrowo;
87-327;kujawsko-pomorskie;brodnicki;Bobrowo;
87-330;kujawsko-pomorskie;brodnicki;Jabłonowo Pomorskie;
87-335;kujawsko-pomorskie;brodnicki;Świedziebnia;
87-337;kujawsko-pomorskie;rypiński;Wąpielsk;
87-340;kujawsko-pomorskie;brodnicki;Osiek;
87-400;kujawsko-pomorskie;golubsko-dobrzyński;Golub-Dobrzyń;
87-404;kujawsko-pomorskie;golubsko-dobrzyński;Radomin;
87-408;kujawsko-pomorskie;golubsko-dobrzyński;Ciechocin;
87-410;kujawsko-pomorskie;golubsko-dobrzyński;Kowalewo Pomorskie;
87-423;kujawsko-pomorskie;golubsko-dobrzyński;Golub-Dobrzyń;
87-500;kujawsko-pomorskie;rypiński;Rypin;
87-506;kujawsko-pomorskie;rypiński;Skrwilno;
87-510;kujawsko-pomorskie;rypiński;Skrwilno;
87-511;kujawsko-pomorskie;rypiński;Skrwilno;
87-512;kujawsko-pomorskie;rypiński;Rypin;
87-513;kujawsko-pomorskie;rypiński;Rypin;
87-514;kujawsko-pomorskie;rypiński;Rogowo;
87-515;kujawsko-pomorskie;rypiński;Rogowo;
87-516;kujawsko-pomorskie;rypiński;Brzuze;
87-517;kujawsko-pomorskie;rypiński;Brzuze;
87-521;kujawsko-pomorskie;rypiński;Brzuze;
87-522;kujawsko-pomorskie;rypiński;Brzuze;
87-600;kujawsko-pomorskie;lipnowski;Lipno;
87-602;kujawsko-pomorskie;lipnowski;Chrostkowo;
87-603;kujawsko-pomorskie;lipnowski;Wielgie;
87-605;kujawsko-pomorskie;lipnowski;Tłuchowo;
87-606;kujawsko-pomorskie;lipnowski;Dobrzyń nad Wisłą;
87-607;kujawsko-pomorskie;lipnowski;Dobrzyń nad Wisłą;
87-610;kujawsko-pomorskie;lipnowski;Dobrzyń nad Wisłą;
87-611;kujawsko-pomorskie;lipnowski;Dobrzyń nad Wisłą;
87-612;kujawsko-pomorskie;lipnowski;Wielgie;
87-615;kujawsko-pomorskie;lipnowski;Lipno;
87-617;kujawsko-pomorskie;lipnowski;Bobrowniki;
87-618;kujawsko-pomorskie;lipnowski;Lipno;
87-619;kujawsko-pomorskie;lipnowski;Kikół;
87-620;kujawsko-pomorskie;lipnowski;Kikół;
87-630;kujawsko-pomorskie;lipnowski;Skępe;
87-632;kujawsko-pomorskie;toruński;Czernikowo;
87-640;kujawsko-pomorskie;toruński;Czernikowo;
87-645;kujawsko-pomorskie;golubsko-dobrzyński;Zbójno;
87-700;kujawsko-pomorskie;aleksandrowski;Aleksandrów Kujawski;
87-702;kujawsko-pomorskie;aleksandrowski;Koneck;
87-704;kujawsko-pomorskie;aleksandrowski;Bądkowo;
87-705;kujawsko-pomorskie;aleksandrowski;Zakrzewo;
87-706;kujawsko-pomorskie;aleksandrowski;Zakrzewo;
87-707;kujawsko-pomorskie;aleksandrowski;Zakrzewo;
87-708;kujawsko-pomorskie;aleksandrowski;Koneck;
87-710;kujawsko-pomorskie;aleksandrowski;Aleksandrów Kujawski;
87-720;kujawsko-pomorskie;aleksandrowski;Raciążek;
87-721;kujawsko-pomorskie;aleksandrowski;Raciążek;
87-730;kujawsko-pomorskie;aleksandrowski;Nieszawa;
87-731;kujawsko-pomorskie;aleksandrowski;Waganiec;
87-732;kujawsko-pomorskie;włocławski;Lubanie;
87-800;kujawsko-pomorskie;Włocławek;Włocławek;
87-811;kujawsko-pomorskie;włocławski;Fabianki;
87-815;kujawsko-pomorskie;włocławski;Włocławek;
87-820;kujawsko-pomorskie;włocławski;Kowal;
87-821;kujawsko-pomorskie;włocławski;Baruchowo;
87-830;kujawsko-pomorskie;włocławski;Choceń;
87-840;kujawsko-pomorskie;włocławski;Lubień Kujawski;
87-850;kujawsko-pomorskie;włocławski;Choceń;
87-851;kujawsko-pomorskie;włocławski;Boniewo;
87-853;kujawsko-pomorskie;włocławski;Włocławek;
87-860;kujawsko-pomorskie;włocławski;Chodecz;
87-865;kujawsko-pomorskie;włocławski;Izbica Kujawska;
87-866;kujawsko-pomorskie;włocławski;Izbica Kujawska;
87-875;kujawsko-pomorskie;radziejowski;Topólka;
87-880;kujawsko-pomorskie;włocławski;Brześć Kujawski;
87-890;kujawsko-pomorskie;włocławski;Lubraniec;
88-100;kujawsko-pomorskie;inowrocławski;Inowrocław;
88-101;kujawsko-pomorskie;inowrocławski;Inowrocław;
88-110;kujawsko-pomorskie;inowrocławski;Inowrocław;
88-111;kujawsko-pomorskie;inowrocławski;Rojewo;
88-121;kujawsko-pomorskie;inowrocławski;Kruszwica;
88-133;kujawsko-pomorskie;inowrocławski;Dąbrowa Biskupia;
88-140;kujawsko-pomorskie;inowrocławski;Gniewkowo;
88-150;kujawsko-pomorskie;inowrocławski;Kruszwica;
88-160;kujawsko-pomorskie;inowrocławski;Janikowo;
88-170;kujawsko-pomorskie;inowrocławski;Pakość;
88-180;kujawsko-pomorskie;inowrocławski;Złotniki Kujawskie;
88-181;kujawsko-pomorskie;inowrocławski;Inowrocław;
88-190;kujawsko-pomorskie;żniński;Barcin;
88-192;kujawsko-pomorskie;żniński;Barcin;
88-200;kujawsko-pomorskie;radziejowski;Radziejów;
88-210;kujawsko-pomorskie;radziejowski;Dobre;
88-220;kujawsko-pomorskie;radziejowski;Osięciny;
88-230;kujawsko-pomorskie;radziejowski;Piotrków Kujawski;
88-231;kujawsko-pomorskie;radziejowski;Bytoń;
88-234;kujawsko-pomorskie;radziejowski;Piotrków Kujawski;
88-235;kujawsko-pomorskie;radziejowski;Piotrków Kujawski;
88-237;kujawsko-pomorskie;radziejowski;Piotrków Kujawski;
88-300;kujawsko-pomorskie;mogileński;Mogilno;
88-306;kujawsko-pomorskie;mogileński;Dąbrowa;
88-320;kujawsko-pomorskie;mogileński;Strzelno;
88-321;kujawsko-pomorskie;mogileński;Mogilno;
88-324;kujawsko-pomorskie;mogileński;Jeziora Wielkie;
88-330;kujawsko-pomorskie;mogileński;Mogilno;
88-342;kujawsko-pomorskie;mogileński;Mogilno;
88-400;kujawsko-pomorskie;żniński;Żnin;
88-405;kujawsko-pomorskie;żniński;Żnin;
88-410;kujawsko-pomorskie;żniński;Gąsawa;
88-420;kujawsko-pomorskie;żniński;Rogowo;
88-422;kujawsko-pomorskie;żniński;Rogowo;
88-430;kujawsko-pomorskie;żniński;Janowiec Wielkopolski;
89-100;kujawsko-pomorskie;nakielski;Nakło nad Notecią;
89-110;kujawsko-pomorskie;nakielski;Sadki;
89-115;kujawsko-pomorskie;nakielski;Mrocza;
89-120;kujawsko-pomorskie;nakielski;Nakło nad Notecią;
89-200;kujawsko-pomorskie;nakielski;Szubin;
89-210;kujawsko-pomorskie;żniński;Łabiszyn;
89-240;kujawsko-pomorskie;nakielski;Kcynia;
89-300;wielkopolskie;pilski;Wyrzysk;
89-310;wielkopolskie;pilski;Łobżenica;
89-311;wielkopolskie;pilski;Wyrzysk;
89-312;wielkopolskie;pilski;Łobżenica;
89-320;wielkopolskie;pilski;Wysoka;
89-321;wielkopolskie;pilski;Wysoka;
89-333;wielkopolskie;pilski;Wyrzysk;
89-334;wielkopolskie;pilski;Białośliwie;
89-340;wielkopolskie;pilski;Białośliwie;
89-350;wielkopolskie;pilski;Miasteczko Krajeńskie;
89-400;kujawsko-pomorskie;sępoleński;Sępólno Krajeńskie;
89-405;kujawsko-pomorskie;sępoleński;Sępólno Krajeńskie;
89-410;kujawsko-pomorskie;sępoleński;Więcbork;
89-412;kujawsko-pomorskie;sępoleński;Sośno;
89-413;kujawsko-pomorskie;sępoleński;Sośno;
89-422;kujawsko-pomorskie;sępoleński;Więcbork;
89-430;kujawsko-pomorskie;sępoleński;Kamień Krajeński;
89-500;kujawsko-pomorskie;tucholski;Tuchola;
89-502;kujawsko-pomorskie;tucholski;Tuchola;
89-504;kujawsko-pomorskie;tucholski;Tuchola;
89-505;kujawsko-pomorskie;tucholski;Cekcyn;
89-506;kujawsko-pomorskie;tucholski;Kęsowo;
89-510;kujawsko-pomorskie;tucholski;Lubiewo;
89-511;kujawsko-pomorskie;tucholski;Cekcyn;
89-512;kujawsko-pomorskie;tucholski;Cekcyn;
89-520;kujawsko-pomorskie;tucholski;Gostycyn;
89-524;kujawsko-pomorskie;tucholski;Lubiewo;
89-525;kujawsko-pomorskie;tucholski;Lubiewo;
89-526;kujawsko-pomorskie;tucholski;Lubiewo;
89-530;kujawsko-pomorskie;tucholski;Śliwice;
89-600;pomorskie;chojnicki;Chojnice;
89-606;pomorskie;chojnicki;Chojnice;
89-607;pomorskie;chojnicki;Konarzyny;
89-608;pomorskie;chojnicki;Chojnice;
89-620;pomorskie;chojnicki;Chojnice;
89-632;pomorskie;chojnicki;Brusy;
89-634;pomorskie;chojnicki;Brusy;
89-642;pomorskie;chojnicki;Czersk;
89-650;pomorskie;chojnicki;Czersk;
89-651;pomorskie;chojnicki;Czersk;
89-652;pomorskie;chojnicki;Czersk;
90-001;łódzkie;Łódź;Łódź;całe miasto jako 1 kształt
92-701;łódzkie;łódzki wschodni;Nowosolna;
95-001;łódzkie;zgierski;Zgierz;
95-002;łódzkie;zgierski;Zgierz;
95-006;łódzkie;łódzki wschodni;Brójce;
95-010;łódzkie;zgierski;Stryków;
95-011;łódzkie;zgierski;Stryków;
95-015;łódzkie;zgierski;Głowno;
95-020;łódzkie;łódzki wschodni;Andrespol;
95-030;łódzkie;łódzki wschodni;Rzgów;
95-035;łódzkie;zgierski;Ozorków;
95-039;łódzkie;zgierski;Ozorków;
95-040;łódzkie;łódzki wschodni;Koluszki;
95-041;łódzkie;łódzki wschodni;Koluszki;
95-043;łódzkie;zgierski;Parzęczew;
95-045;łódzkie;zgierski;Parzęczew;
95-047;łódzkie;brzeziński;Jeżów;
95-050;łódzkie;pabianicki;Konstantynów Łódzki;
95-054;łódzkie;pabianicki;Ksawerów;
95-060;łódzkie;brzeziński;Brzeziny;
95-061;łódzkie;brzeziński;Dmosin;
95-063;łódzkie;brzeziński;Rogów;
95-070;łódzkie;zgierski;Aleksandrów Łódzki;
95-073;łódzkie;zgierski;Zgierz;
95-080;łódzkie;łódzki wschodni;Tuszyn;
95-081;łódzkie;pabianicki;Dłutów;
95-082;łódzkie;pabianicki;Dobroń;
95-083;łódzkie;pabianicki;Lutomiersk;
95-100;łódzkie;zgierski;Zgierz;
95-200;łódzkie;pabianicki;Pabianice;
96-100;łódzkie;Skierniewice;Skierniewice;
96-111;łódzkie;skierniewicki;Kowiesy;
96-115;łódzkie;skierniewicki;Nowy Kawęczyn;
96-116;łódzkie;skierniewicki;Skierniewice;
96-124;łódzkie;skierniewicki;Maków;
96-126;łódzkie;skierniewicki;Godzianów;
96-127;łódzkie;skierniewicki;Lipce Reymontowskie;
96-128;łódzkie;skierniewicki;Słupia;
96-130;łódzkie;skierniewicki;Głuchów;
96-200;łódzkie;rawski;Rawa Mazowiecka;
96-206;łódzkie;rawski;Sadkowice;
96-208;łódzkie;rawski;Sadkowice;
96-214;łódzkie;rawski;Cielądz;
96-230;łódzkie;rawski;Biała Rawska;
96-232;łódzkie;rawski;Regnów;
96-300;mazowieckie;żyrardowski;Radziejowice;
96-313;mazowieckie;grodziski;Jaktorów;
96-314;mazowieckie;grodziski;Baranów;
96-315;mazowieckie;żyrardowski;Wiskitki;
96-316;mazowieckie;grodziski;Jaktorów;
96-317;mazowieckie;żyrardowski;Wiskitki;
96-320;mazowieckie;żyrardowski;Mszczonów;
96-321;mazowieckie;grodziski;Żabia Wola;
96-323;mazowieckie;żyrardowski;Mszczonów;
96-325;mazowieckie;żyrardowski;Radziejowice;
96-330;mazowieckie;żyrardowski;Puszcza Mariańska;
96-332;mazowieckie;żyrardowski;Puszcza Mariańska;
96-500;mazowieckie;sochaczewski;Sochaczew;
96-502;mazowieckie;sochaczewski;Sochaczew;
96-503;mazowieckie;sochaczewski;Sochaczew;
96-512;mazowieckie;sochaczewski;Młodzieszyn;
96-513;mazowieckie;sochaczewski;Nowa Sucha;
96-514;mazowieckie;sochaczewski;Rybno;
96-515;mazowieckie;sochaczewski;Teresin;
96-520;mazowieckie;sochaczewski;Iłów;
96-521;mazowieckie;sochaczewski;Iłów;
97-200;łódzkie;tomaszowski;Tomaszów Mazowiecki;
97-212;łódzkie;tomaszowski;Budziszewice;
97-213;łódzkie;tomaszowski;Tomaszów Mazowiecki;
97-215;łódzkie;tomaszowski;Inowłódz;
97-216;łódzkie;tomaszowski;Czerniewice;
97-217;łódzkie;tomaszowski;Lubochnia;
97-220;łódzkie;tomaszowski;Rzeczyca;
97-221;łódzkie;tomaszowski;Rokiciny;
97-225;łódzkie;tomaszowski;Ujazd;
97-226;łódzkie;tomaszowski;Żelechlinek;
97-300;łódzkie;Piotrków Trybunalski;Piotrków Trybunalski;
97-306;łódzkie;piotrkowski;Grabica;
97-310;łódzkie;piotrkowski;Moszczenica;
97-318;łódzkie;piotrkowski;Czarnocin;
97-319;łódzkie;tomaszowski;Będków;
97-320;łódzkie;piotrkowski;Wolbórz;
97-330;łódzkie;piotrkowski;Sulejów;
97-340;łódzkie;piotrkowski;Rozprza;
97-350;łódzkie;piotrkowski;Gorzkowice;
97-352;łódzkie;piotrkowski;Łęki Szlacheckie;
97-360;łódzkie;radomszczański;Kamieńsk;
97-371;łódzkie;piotrkowski;Wola Krzysztoporska;
97-400;łódzkie;bełchatowski;Bełchatów;
97-403;łódzkie;bełchatowski;Drużbice;
97-410;łódzkie;bełchatowski;Kleszczów;
97-415;łódzkie;bełchatowski;Kluki;
97-420;łódzkie;bełchatowski;Szczerców;
97-425;łódzkie;bełchatowski;Zelów;
97-438;łódzkie;bełchatowski;Rusiec;
97-500;łódzkie;radomszczański;Radomsko;
97-505;łódzkie;radomszczański;Dobryszyce;
97-510;łódzkie;piotrkowski;Ręczno;
97-512;łódzkie;radomszczański;Kodrąb;
97-515;łódzkie;radomszczański;Masłowice;
97-524;łódzkie;radomszczański;Kobiele Wielkie;
97-525;łódzkie;radomszczański;Wielgomłyny;
97-532;łódzkie;radomszczański;Żytno;
97-540;łódzkie;radomszczański;Gidle;
97-545;łódzkie;radomszczański;Gomunice;
97-561;łódzkie;radomszczański;Ładzice;
97-565;łódzkie;radomszczański;Lgota Wielka;
97-570;łódzkie;radomszczański;Przedbórz;
98-100;łódzkie;łaski;Łask;
98-105;łódzkie;łaski;Wodzierady;
98-113;łódzkie;łaski;Buczek;
98-160;łódzkie;łaski;Sędziejowice;
98-161;łódzkie;zduńskowolski;Zapolice;
98-170;łódzkie;łaski;Widawa;
98-200;łódzkie;sieradzki;Sieradz;
98-215;łódzkie;sieradzki;Goszczanów;
98-220;łódzkie;zduńskowolski;Zduńska Wola;
98-235;łódzkie;sieradzki;Błaszki;
98-240;łódzkie;zduńskowolski;Szadek;
98-260;łódzkie;sieradzki;Burzenin;
98-270;łódzkie;sieradzki;Złoczew;
98-273;łódzkie;sieradzki;Klonowa;
98-275;łódzkie;sieradzki;Brzeźnio;
98-277;łódzkie;sieradzki;Brąszewice;
98-285;łódzkie;sieradzki;Wróblew;
98-290;łódzkie;sieradzki;Warta;
98-300;łódzkie;wieluński;Wieluń;
98-310;łódzkie;wieluński;Czarnożyły;
98-311;łódzkie;wieluński;Ostrówek;
98-313;łódzkie;wieluński;Konopnica;
98-320;łódzkie;wieluński;Osjaków;
98-324;łódzkie;wieluński;Wierzchlas;
98-330;łódzkie;pajęczański;Pajęczno;
98-331;łódzkie;pajęczański;Nowa Brzeźnica;
98-332;łódzkie;pajęczański;Rząśnia;
98-335;łódzkie;wieluński;Pątnów;
98-337;łódzkie;pajęczański;Strzelce Wielkie;
98-338;łódzkie;pajęczański;Sulmierzyce;
98-345;łódzkie;wieluński;Mokrsko;
98-346;łódzkie;wieluński;Skomlin;
98-350;łódzkie;wieluński;Biała;
98-354;łódzkie;pajęczański;Siemkowice;
98-355;łódzkie;pajęczański;Działoszyn;
98-358;łódzkie;pajęczański;Kiełczygłów;
98-360;łódzkie;wieruszowski;Lututów;
98-400;łódzkie;wieruszowski;Wieruszów;
98-405;łódzkie;wieruszowski;Galewice;
98-410;łódzkie;wieruszowski;Czastary;
98-420;łódzkie;wieruszowski;Sokolniki;
98-430;łódzkie;wieruszowski;Bolesławiec;
98-432;łódzkie;wieruszowski;Łubnice;
99-100;łódzkie;łęczycki;Łęczyca;
99-106;łódzkie;łęczycki;Grabów;
99-107;łódzkie;łęczycki;Daszyna;
99-120;łódzkie;łęczycki;Piątek;
99-122;łódzkie;łęczycki;Góra Świętej Małgorzaty;
99-140;łódzkie;łęczycki;Świnice Warckie;
99-142;łódzkie;łęczycki;Łęczyca;
99-150;łódzkie;łęczycki;Grabów;
99-200;łódzkie;poddębicki;Poddębice;
99-205;łódzkie;poddębicki;Dalików;
99-210;łódzkie;poddębicki;Uniejów;
99-220;łódzkie;poddębicki;Wartkowice;
99-232;łódzkie;poddębicki;Zadzim;
99-235;łódzkie;poddębicki;Pęczniew;
99-300;łódzkie;kutnowski;Kutno;
99-306;łódzkie;kutnowski;Łanięta;
99-307;łódzkie;kutnowski;Strzelce;
99-311;łódzkie;kutnowski;Bedlno;
99-314;łódzkie;kutnowski;Krzyżanów;
99-319;łódzkie;kutnowski;Żychlin;
99-320;łódzkie;kutnowski;Żychlin;
99-321;łódzkie;kutnowski;Żychlin;
99-322;łódzkie;kutnowski;Oporów;
99-323;łódzkie;kutnowski;Oporów;
99-335;łódzkie;łęczycki;Witonia;
99-340;łódzkie;kutnowski;Krośniewice;
99-350;łódzkie;kutnowski;Nowe Ostrowy;
99-352;łódzkie;kutnowski;Dąbrowice;
99-400;łódzkie;łowicki;Łowicz;
99-412;łódzkie;łowicki;Kiernozia;
99-413;łódzkie;łowicki;Chąśno;
99-414;łódzkie;łowicki;Kocierzew Południowy;
99-416;łódzkie;łowicki;Nieborów;
99-417;łódzkie;skierniewicki;Bolimów;
99-418;łódzkie;łowicki;Nieborów;
99-420;łódzkie;łowicki;Łyszkowice;
99-423;łódzkie;łowicki;Bielawy;
99-434;łódzkie;łowicki;Domaniewice;
99-436;łódzkie;łowicki;Nieborów;
99-440;łódzkie;łowicki;Zduny;
